transaction_id,customer_id,date,amount,currency,movement,status,card_present_flag,txn_description,extraction,merchant_id,merchant_code,merchant_suburb,merchant_state,merchant_long_lat,bpay_biller_code
de4e964c994546dcb24a30ddf6649c71,CUS-1609060617,10/20/2018,169.16,AUD,debit,authorized,1.0,POS,2018-10-20T15:15:16.000+0000,4955db00-21af-4b83-8114-6ccddb0bf46a,,Nedlands,WA,115.8 -31.98,
3eec7f7c57ac4755b5bd57b5b0feeb2d,CUS-3129499595,10/20/2018,16.7,AUD,debit,authorized,1.0,SALES-POS,2018-10-20T20:17:33.000+0000,ade8836d-78d7-4d5c-860f-972e9c88d476,,Pendle Hill,NSW,150.96 -33.8,
fee386600d5445449e7ee1b795a072a9,CUS-2487424745,10/20/2018,6.93,AUD,debit,authorized,1.0,POS,2018-10-20T20:30:23.000+0000,63d09405-ec4d-493d-9b38-0845505821d2,,Palm Beach,QLD,153.47 -28.13,
a013612e27b0476dbc776fa5bfd6679d,CUS-860700529,10/20/2018,10.53,AUD,debit,authorized,0.0,SALES-POS,2018-10-20T23:00:45.000+0000,11e234ec-e1d6-4db1-8a7f-11fbccc23802,,Victoria Point,QLD,153.28 -27.59,
8cd8b577c91d4b0ca19d76a33de3af4c,CUS-586638664,10/20/2018,14.34,AUD,debit,authorized,1.0,SALES-POS,2018-10-20T23:38:29.000+0000,b3ee89aa-e70a-403d-a1e3-e35baef1b515,,Marrickville,NSW,151.15 -33.91,
79b71ef16152488e85dfa03ca898f5e6,CUS-3716701010,10/20/2018,24.0,AUD,debit,posted,,PAYMENT,2018-10-20T23:00:00.000+0000,,,,,,
782a6d26da574671a5b09aefb38bc3c3,CUS-2370108457,10/20/2018,43.0,AUD,debit,posted,,PAYMENT,2018-10-20T23:00:00.000+0000,,,,,,
fec561c1d47b48ab9baec24608b7023f,CUS-2599279756,10/20/2018,25.91,AUD,debit,authorized,1.0,SALES-POS,2018-10-20T22:43:43.000+0000,959694dd-5121-4e68-9d7f-ad35790519e3,,Mansfield,VIC,146.09 -37.05,
78dca29b0d88489eb665d7d9859fa5c9,CUS-134193016,10/20/2018,13.08,AUD,debit,authorized,1.0,SALES-POS,2018-10-20T22:26:46.000+0000,6ef2c3ff-dd5e-47a9-a2d4-be8ec90fab1f,,Melbourne,VIC,144.96 -37.81,
3a025b5f051c42c8a3e181246adbedd2,CUS-1646621553,10/20/2018,26.48,AUD,debit,authorized,1.0,SALES-POS,2018-10-20T22:09:49.000+0000,cebbf265-3b20-46f6-9ca5-6ce7fa174435,,Perth,WA,115.85 -31.95,
f83a0aced358476fbe666256ed1b3a74,CUS-164374203,10/20/2018,30.0,AUD,debit,posted,,PAYMENT,2018-10-20T22:00:00.000+0000,,,,,,
787f69011e794c6da444aae34ee01c9e,CUS-3026014945,10/20/2018,16.73,AUD,debit,authorized,1.0,SALES-POS,2018-10-20T21:58:10.000+0000,f8dcccf4-6ce1-4e04-94de-8390572e59e4,,Innaloo,WA,115.8 -31.9,
d1703583612940e9818d9ec8a64bf371,CUS-1739931018,10/20/2018,8.16,AUD,debit,authorized,0.0,POS,2018-10-20T21:53:49.000+0000,c9a1d8c2-3d58-4bf4-a2a9-bb3671358c2c,,Melton,VIC,144.58 -37.68,
c088bc03684242db993889e5fc773ddb,CUS-261674136,10/20/2018,16.89,AUD,debit,authorized,0.0,SALES-POS,2018-10-20T21:49:28.000+0000,e28c426d-cbef-4e2d-aa06-1ba0b6b1902f,,Boggabri,NSW,150.04 -30.7,
fc39f77ddd144680af7ad4a981acb77a,CUS-261674136,10/20/2018,18.24,AUD,debit,authorized,1.0,POS,2018-10-20T21:45:07.000+0000,41aa5103-841a-4f87-8cd2-577fe3e2b269,,Loganholme,QLD,152.87 -30.8,
c6e76ccdc88c44afb9b8f60b91dd2217,CUS-1790886359,10/20/2018,22.03,AUD,debit,authorized,0.0,SALES-POS,2018-10-20T21:40:46.000+0000,56281b7c-c276-41fc-96bc-3ccd2d38659f,,Hawthorn,VIC,145.04 -37.82,
153eb93a063843ceb0700bc2e7e10db1,CUS-1478398256,10/20/2018,25.05,AUD,debit,authorized,0.0,SALES-POS,2018-10-20T21:36:26.000+0000,b53bc667-bb5c-4901-9955-3c4401cc6c7c,,Bairnsdale,VIC,147.6 -37.84,
5dd5caa741474aa7805837c5bc09779d,CUS-4023861240,10/20/2018,18.46,AUD,debit,authorized,1.0,SALES-POS,2018-10-20T21:32:05.000+0000,4acb01fe-dc71-4c9b-ab97-e4ba75504be1,,Roxburgh Park,VIC,144.93 -37.64,
80ed96393fe44c499b4b7f25f4b6f608,CUS-860700529,10/20/2018,8.69,AUD,debit,authorized,1.0,POS,2018-10-20T21:27:44.000+0000,4e77a162-b3b9-411e-b3c9-955b93fb9fda,,Victoria Point,QLD,153.28 -27.59,
27d6d6d6e9904cf48ee8bdb089b192de,CUS-860700529,10/20/2018,53.71,AUD,debit,authorized,1.0,SALES-POS,2018-10-20T21:23:23.000+0000,95ce5769-e4a1-4560-86dd-dc4dfc4a2345,,New Farm,QLD,153.05 -27.47,
a86fc9c45a0e44beab283cdcde0f7420,CUS-2688605418,10/20/2018,7.63,AUD,debit,authorized,1.0,POS,2018-10-20T21:19:02.000+0000,5a856249-6d46-4c0e-b5dd-f75561a22575,,Dee Why,NSW,151.28 -33.76,
b8e05e34d1b04649b0dea7561e80eea0,CUS-3716701010,10/20/2018,183.18,AUD,debit,authorized,1.0,SALES-POS,2018-10-20T21:14:41.000+0000,11fac570-b721-4c16-9dd9-9b85a2d87a35,,Woodvale,WA,115.79 -31.78,
ed2dd2c0b1724fafadd9de49cb3f04ac,CUS-1147642491,10/20/2018,55.38,AUD,debit,authorized,1.0,SALES-POS,2018-10-20T21:10:20.000+0000,860b915d-93f8-4949-b412-0082b29d9591,,Moore Park,NSW,151.23 -33.89,
ec6a8341a9464bffacad6c2cb7532023,CUS-2370108457,10/20/2018,34.86,AUD,debit,authorized,1.0,POS,2018-10-20T21:05:59.000+0000,d74f6467-029d-4ef5-9046-39db38104a5c,,Balwyn North,VIC,145.09 -37.79,
dbaf79b3a4a042d48499882e209d4b1a,CUS-423725039,10/20/2018,10.69,AUD,debit,authorized,1.0,POS,2018-10-20T21:01:39.000+0000,00bddef1-a891-4701-90bc-44fe1d911839,,Karawara,WA,115.89 -32.01,
0c5a330ea7934c06b799bf453e72ac9b,CUS-1499065773,10/20/2018,28.0,AUD,debit,posted,,PAYMENT,2018-10-20T21:00:00.000+0000,,,,,,
106d3808747c4de9a8f8d916fb14b0c3,CUS-3378712515,10/20/2018,40.7,AUD,debit,authorized,1.0,SALES-POS,2018-10-20T20:56:01.000+0000,2cfe8040-ae8e-4735-94f0-352bea48bc86,,Melbourne Airport,VIC,144.85 -37.67,
a8fab948ffac4f07a22a87c2d1ad93b0,CUS-2819545904,10/20/2018,114.83,AUD,debit,authorized,1.0,SALES-POS,2018-10-20T20:49:36.000+0000,e9059249-10c8-41aa-8d7f-2bbbe9c536f1,,Saint Helens,TAS,148.25 -41.32,
d85ae84af8634143bc2c3c482757dd51,CUS-2688605418,10/20/2018,100.91,AUD,debit,authorized,1.0,SALES-POS,2018-10-20T20:43:12.000+0000,26c92de4-4848-4c65-aba4-f33884e7545a,,Ashmore,QLD,153.39 -27.99,
4903f3b1973c42ffa78e44e5c4fa910f,CUS-423725039,10/20/2018,207.19,AUD,debit,authorized,1.0,POS,2018-10-20T20:36:47.000+0000,b4c93406-b25f-4e7e-961b-af807d71e186,,East Fremantle,WA,115.76 -32.04,
b7f2d2c8f9eb42939f5a55ad2133a08a,CUS-1147642491,10/20/2018,39.8,AUD,debit,authorized,1.0,SALES-POS,2018-10-20T20:23:58.000+0000,7ce5471b-363c-46ab-b398-ca517347829a,,Sydney,NSW,151.21 -33.87,
2e6ee2084098454f9a3de4e731ca541a,CUS-3325710106,10/20/2018,21.91,AUD,debit,authorized,1.0,SALES-POS,2018-10-20T23:19:37.000+0000,7917b4c2-560c-45b8-941a-89f803e8d67a,,Wantirna South,VIC,145.22 -37.88,
f795c6f8858148ba8c9e60876c950a3f,CUS-3378712515,10/20/2018,87.91,AUD,debit,authorized,1.0,POS,2018-10-20T15:05:50.000+0000,202453f5-0691-418b-9164-0ccab8209fe3,,Strathpine,QLD,152.99 -27.31,
c14ba8110f61428ca71607c68e98ab63,CUS-3026014945,10/20/2018,15.97,AUD,debit,authorized,1.0,SALES-POS,2018-10-20T14:48:41.000+0000,a1393fa3-196b-4b47-bc66-91e287c25733,,North Sydney,NSW,151.21 -33.84,
db4d9db6804f4cce8e912c8b215219ef,CUS-1604596597,10/20/2018,26.01,AUD,debit,authorized,1.0,POS,2018-10-20T09:24:49.000+0000,f01cc8b4-1328-4501-8958-21e97b518510,,Mount Melville,WA,117.87 -35.01,
39ea56011052484a98fefdc8e2baa1e2,CUS-261674136,10/20/2018,17.69,AUD,debit,authorized,1.0,POS,2018-10-20T09:16:12.000+0000,1b687605-2f01-43e0-84f2-297f3dd86f53,,Boulder,WA,121.48 -30.77,
28581e1aae504053b928a191e9fe05cd,CUS-1147642491,10/20/2018,17.79,AUD,debit,authorized,1.0,SALES-POS,2018-10-20T09:07:35.000+0000,7ec68ffc-ad74-4180-9996-c4657529944f,,Wentworth Falls,NSW,150.38 -33.71,
68c8d13fbc334449b5b4f5b6e0580b66,CUS-3378712515,10/20/2018,10.86,AUD,debit,authorized,0.0,SALES-POS,2018-10-20T08:58:36.000+0000,8b84934b-890b-4fcb-8102-b6b58156d048,,South Yarra,VIC,144.98 -37.84,
68189b32603c47c9abd73be135285faf,CUS-2977593493,10/20/2018,57.32,AUD,debit,authorized,1.0,POS,2018-10-20T08:46:58.000+0000,4a22bf35-14a5-412a-bfa7-2f335c2890b8,,Malvern,VIC,145.03 -37.86,
aeaaec9abf3d45b3bf73c6a7471da2a0,CUS-1654129794,10/20/2018,5.1,AUD,debit,authorized,1.0,SALES-POS,2018-10-20T08:35:20.000+0000,7645bd89-9675-4b0b-a598-7a72e59483d7,,Forest Hill,NSW,147.46 -35.15,
ae0014f2b8b94ec29c3e1275e3a2f427,CUS-3026014945,10/20/2018,14.5,AUD,debit,authorized,1.0,SALES-POS,2018-10-20T08:23:43.000+0000,de9e8d67-1e9e-4964-8b10-c2b4f65135b1,,Ceduna,SA,133.68 -32.13,
79041a8ea9f64530bd28751a14c1646f,CUS-1388323263,10/20/2018,27.84,AUD,debit,authorized,1.0,SALES-POS,2018-10-20T08:12:05.000+0000,e10fbfdd-dc68-4b63-a714-8288ab50db0c,,Saint Kilda,VIC,144.98 -37.87,
921e2f2e6a1f465eac637b0f0575cec0,CUS-51506836,10/20/2018,50.48,AUD,debit,authorized,1.0,POS,2018-10-20T08:00:27.000+0000,cdad3e1b-8102-48e1-9834-318789a2e49b,,Morayfield,QLD,152.95 -27.12,
360eb3dc647c40be863a155861a95d6e,CUS-1147642491,10/20/2018,21.83,AUD,debit,authorized,0.0,SALES-POS,2018-10-20T07:19:59.000+0000,ffd41c3e-ba1d-4d09-8963-cf8a276f1700,,Manly,NSW,151.29 -33.79,
dcdb8d3f4f6a47a79215bb6c8bd970f1,CUS-261674136,10/20/2018,8.33,AUD,debit,authorized,1.0,POS,2018-10-20T06:19:59.000+0000,30d360f5-0df8-4949-997a-9ee51f7b9613,,Somerville,WA,121.46 -30.76,
37fb69897215400e8313ae69e024b71c,CUS-1790886359,10/20/2018,7.33,AUD,debit,authorized,1.0,SALES-POS,2018-10-20T00:03:28.000+0000,8471620b-c6c7-4a7f-8b60-781d0fd108d3,,Melbourne,VIC,144.96 -37.82,
3f1a6100951549db8a12ff4a202dfb25,CUS-3378712515,10/20/2018,12.84,AUD,debit,authorized,1.0,POS,2018-10-20T00:46:57.000+0000,5211e4a0-2dd8-4e78-9801-1e7c1ba2b4c4,,Melbourne,VIC,144.97 -37.82,
38c23a83b181486289d93cdc8165a10f,CUS-2487424745,10/20/2018,7.27,AUD,debit,authorized,1.0,SALES-POS,2018-10-20T09:33:26.000+0000,aeaa9700-8b53-4bd9-923c-70adf228cf80,,Broadbeach Waters,QLD,153.43 -28.04,
699f2a571d88456cb047a752d3b05c9a,CUS-1140341822,10/20/2018,53.13,AUD,debit,authorized,1.0,SALES-POS,2018-10-20T01:17:29.000+0000,37d3852c-39b1-4958-99e6-20658e47b693,,Glen Waverley,VIC,145.16 -37.88,
59e26a605b7740bea2b87be64b6e14c8,CUS-1669695324,10/20/2018,26.0,AUD,debit,posted,,PAYMENT,2018-10-20T02:00:00.000+0000,,,,,,
3c1f0dab20a9491b9385ceec10be5574,CUS-1140341822,10/20/2018,12.3,AUD,debit,authorized,1.0,SALES-POS,2018-10-20T02:11:06.000+0000,6f992a82-2718-4c13-998a-a161a1abf93a,,Melbourne,VIC,144.96 -37.81,
6eed411022b444649ce690697dd9e9d4,CUS-3026014945,10/20/2018,10.43,AUD,debit,authorized,1.0,POS,2018-10-20T02:48:08.000+0000,ac52f8d3-161a-4bc7-92a3-f4beb57bb9dd,,Kensington,WA,115.88 -31.99,
3f103a5d64024d6fa088f85c5f265e2d,CUS-1604596597,10/20/2018,29.57,AUD,debit,authorized,1.0,POS,2018-10-20T03:18:53.000+0000,42141f30-eb72-472f-8b0d-bb5d803fa00e,,Nowra,NSW,150.6 -34.88,
7e37851b3ddc4595bf141f92997703d7,CUS-2688605418,10/20/2018,8.93,AUD,debit,authorized,0.0,POS,2018-10-20T03:46:39.000+0000,7c95bbd5-8846-47b7-ad12-d5548c08907c,,Campsie,NSW,151.1 -33.91,
ba68c9b1e38546f6b61d3f4cac2d3377,CUS-2059096722,10/20/2018,28.0,AUD,debit,posted,,PAYMENT,2018-10-20T04:00:00.000+0000,,,,,,
54756498ae364a0396f63174333ccc73,CUS-1462656821,10/20/2018,18.46,AUD,debit,authorized,1.0,SALES-POS,2018-10-20T04:08:07.000+0000,f230b989-cbdc-45b3-9303-f8c3f53cd562,,Newtown,NSW,151.18 -33.9,
4a561bff15744172b678fc9b3c5a7877,CUS-261674136,10/20/2018,123.41,AUD,debit,authorized,1.0,POS,2018-10-20T04:23:44.000+0000,ab835c75-1a73-45bf-8b06-40c4f53a1105,,Sydney,NSW,151.21 -33.87,
b57a0e99dd4745e3a5d574a1c0f5d47f,CUS-1462656821,10/20/2018,12.99,AUD,debit,authorized,1.0,SALES-POS,2018-10-20T04:39:22.000+0000,bf0044b7-e0dd-45c5-a9e9-627da9a4bfca,,Kensington,NSW,151.22 -33.91,
7fe40b4659124727bd75ee93e353002f,CUS-3716701010,10/20/2018,23.81,AUD,debit,authorized,1.0,SALES-POS,2018-10-20T04:54:59.000+0000,3f1aa031-c119-45af-b171-87a3d87c866e,,Madeley,WA,115.82 -31.82,
493257707680411c848b0dacc8e4a9b2,CUS-1646183815,10/20/2018,147.0,AUD,debit,posted,,PAYMENT,2018-10-20T05:00:00.000+0000,,,,,,
d1bb4cbf3ef34ead8af97b4a6ca4759d,CUS-2083971310,10/20/2018,26.0,AUD,debit,posted,,PAYMENT,2018-10-20T05:00:00.000+0000,,,,,,
df18acc3bfab421bb225d0d0f02f87ca,CUS-2206365095,10/20/2018,45.0,AUD,debit,posted,,PAYMENT,2018-10-20T05:00:00.000+0000,,,,,,
2965a807b20c4e4fb253251c7f4658c6,CUS-1896554896,10/20/2018,19.03,AUD,debit,authorized,1.0,POS,2018-10-20T01:42:29.000+0000,ed717c5e-9a81-4005-a370-36a30f2b59d8,,Toronto,NSW,151.59 -33.01,
eea9fddf6e134e57bd5c9531244507fa,CUS-1609060617,10/20/2018,18.17,AUD,debit,authorized,1.0,SALES-POS,2018-10-20T14:56:53.000+0000,2adaa70e-3522-462a-a64e-b4502c41614b,,Leederville,WA,115.84 -31.94,
f12b4c9eb683445c94c5f684e58122a4,CUS-1462656821,10/20/2018,38.5,AUD,debit,authorized,1.0,SALES-POS,2018-10-20T09:42:04.000+0000,b46defe4-52f3-40da-817e-ed4d2891aced,,Randwick,NSW,151.24 -33.92,
8acce0ba25d041839466083d520646f1,CUS-2487424745,10/20/2018,22.06,AUD,debit,authorized,0.0,SALES-POS,2018-10-20T09:59:18.000+0000,42c394f0-e22a-43e7-8c6d-b79da0684813,,Biggera Waters,QLD,153.39 -27.93,
25dc25a93a9f4b8585c1a27a4b762611,CUS-3378712515,10/20/2018,13.24,AUD,debit,authorized,1.0,POS,2018-10-20T14:40:29.000+0000,3b19cf83-a361-4891-b084-feac44b4b5a3,,Tarneit,VIC,144.68 -37.84,
0461afb65bf2498bb610cc2f17b1c19a,CUS-3026014945,10/20/2018,20.38,AUD,debit,authorized,1.0,SALES-POS,2018-10-20T14:32:17.000+0000,6c84c219-96ea-4c6f-9de5-0a28bcaec62f,,Rainbow Flat,NSW,152.47 -32.01,
7f16718dbec34f9d97e9c1c1677c9765,CUS-127297539,10/20/2018,34.69,AUD,debit,authorized,1.0,SALES-POS,2018-10-20T14:24:05.000+0000,cb146e48-0447-41c9-989d-9454ba4c3e91,,Perth,WA,115.96 -31.93,
33700c6fae0f411c902cc0ea7bebb52a,CUS-2142601169,10/20/2018,25.04,AUD,debit,authorized,0.0,SALES-POS,2018-10-20T14:15:54.000+0000,a57eacaa-1a0f-4de6-8245-c193f5bb530f,,Casula,NSW,150.91 -33.94,
20053ca4eaa64f74b8836cf2fab8ae7a,CUS-495599312,10/20/2018,121.88,AUD,debit,authorized,0.0,POS,2018-10-20T14:07:42.000+0000,b4ef8c0b-d288-4542-8be9-c310d56e2dff,,Howard Springs,NT,131.04 -12.5,
c238bfc4de1a41fc870bcee2fa4470e7,CUS-3336454548,10/20/2018,45.0,AUD,debit,posted,,INTER BANK,2018-10-20T14:00:00.000+0000,,,,,,
46d71a238f7c41c1a8cc8146994424a5,CUS-3026014945,10/20/2018,32.98,AUD,debit,authorized,1.0,SALES-POS,2018-10-20T13:58:55.000+0000,79b26d70-74d5-4f1c-a5d0-91650431eeac,,Broken Hill,NSW,141.46 -31.96,
ef0739983d12468ab6c33d6aa606b395,CUS-2142601169,10/20/2018,40.37,AUD,debit,authorized,1.0,POS,2018-10-20T13:41:04.000+0000,b19f0688-a296-4826-9865-9c9eb8940db3,,Peakhurst,NSW,151.06 -33.96,
feaf09d2aea542819536c8777bd766a7,CUS-3129499595,10/20/2018,5.55,AUD,debit,authorized,0.0,SALES-POS,2018-10-20T13:23:12.000+0000,3f2b5da1-c3f3-4cab-a06e-21cd91403e68,,Roseville,NSW,151.18 -33.78,
e5091fa737d74206909cd04534a8b51a,CUS-261674136,10/20/2018,19.88,AUD,debit,authorized,0.0,POS,2018-10-20T13:05:21.000+0000,c777afde-ae7d-43c4-9490-cb7e497fb790,,Kalgoorlie,WA,121.47 -30.75,
629a18b68d7947d2ac02e0bfd7d47ce6,CUS-1896554896,10/20/2018,44.0,AUD,debit,posted,,INTER BANK,2018-10-20T13:00:00.000+0000,,,,,,
02f640953ff84d8a82fee6afb1764221,CUS-51506836,10/20/2018,19.09,AUD,debit,authorized,1.0,POS,2018-10-20T12:47:29.000+0000,60145aef-57a3-41b5-b5b2-1fbc2276d247,,Jindalee,QLD,152.94 -27.54,
f685b6a9facd4f18a63f6d2c95cff5a9,CUS-883482547,10/20/2018,26.34,AUD,debit,authorized,1.0,POS,2018-10-20T09:50:41.000+0000,c69a4e96-466b-4819-9318-484b6ed92b96,,Newtown,NSW,151.18 -33.9,
6d0741e8b551448fa257311ea3e9cc0c,CUS-1462656821,10/20/2018,15.87,AUD,debit,authorized,1.0,SALES-POS,2018-10-20T12:29:38.000+0000,b7771d5f-e430-48ee-8671-9db06345ec35,,Westmead,NSW,150.99 -33.8,
428e9ea5d76d4f2eaa1ac8f90fd75227,CUS-3395687666,10/20/2018,45.0,AUD,debit,posted,,PAYMENT,2018-10-20T12:00:00.000+0000,,,,,,
1fedcc3ec12c4eb5aa6c11b2adfcb739,CUS-1147642491,10/20/2018,38.39,AUD,debit,authorized,1.0,POS,2018-10-20T11:57:15.000+0000,a038df8c-bade-40e9-b864-9371758a8745,,Pyrmont,NSW,151.2 -33.87,
d1e7968b7b354621b1d4b75a3dd4aeb9,CUS-3378712515,10/20/2018,11.61,AUD,debit,authorized,1.0,POS,2018-10-20T11:49:11.000+0000,f9ead686-3a62-4217-8031-0a9a5c892fb1,,Sunshine,VIC,144.83 -37.78,
918baec376ab4002b23a40a528454f68,CUS-2977593493,10/20/2018,38.82,AUD,debit,authorized,1.0,POS,2018-10-20T11:41:07.000+0000,7577e8e3-de34-4032-b7ba-f83774cc62e9,,Chadstone,VIC,145.08 -37.89,
3271055db3c94500899c1b2cccce4d9a,CUS-527400765,10/20/2018,29.24,AUD,debit,authorized,1.0,POS,2018-10-20T11:33:03.000+0000,257a6424-6bd6-4fca-96fc-8d31d902aff0,,Mernda,VIC,145.1 -37.6,
0b1ee05b07b948fca97d772de281f2c2,CUS-2599279756,10/20/2018,28.31,AUD,debit,authorized,1.0,POS,2018-10-20T11:24:59.000+0000,106e1272-44ab-4dcb-a438-dd98e0071e51,,Eden,NSW,149.9 -37.06,
f3fb0bdf0b7047248c43c957ce187b42,CUS-527400765,10/20/2018,11.37,AUD,debit,authorized,1.0,SALES-POS,2018-10-20T11:16:56.000+0000,18625e36-e8c7-4ca4-a0fc-9a4bb4f28bff,,Diamond Creek,VIC,145.16 -37.67,
b965a2ef329e4f908a959923d0dccc99,CUS-2142601169,10/20/2018,19.95,AUD,debit,authorized,1.0,POS,2018-10-20T11:08:52.000+0000,296a60e7-5693-4d50-8d33-b5b994093d2e,,Sydney,NSW,151.2 -33.86,
a93a128f6d5d410f8d2b38cb8cdbd668,CUS-3378712515,10/20/2018,12.08,AUD,debit,authorized,1.0,SALES-POS,2018-10-20T11:00:48.000+0000,8270b732-efc4-4639-8d91-111b39a30123,,Docklands,VIC,144.95 -37.82,
8c2db3f1274b4d8686ee62fab2fdedc0,CUS-2083971310,10/20/2018,17.0,AUD,debit,posted,,PAYMENT,2018-10-20T11:00:00.000+0000,,,,,,
c5256d76ed5341de9c6f97599e282d2f,CUS-1388323263,10/20/2018,56.93,AUD,debit,authorized,1.0,POS,2018-10-20T10:40:51.000+0000,df6ddb5a-f5c5-4cff-9150-82829fcaf32a,,Caulfield North,VIC,145.03 -37.88,
e2eae6d1fa50452999ea4b2948ac9965,CUS-2487424745,10/20/2018,12.09,AUD,debit,authorized,1.0,SALES-POS,2018-10-20T10:19:34.000+0000,9e569918-b62e-4730-a005-63940408281d,,Mermaid Beach,QLD,153.44 -28.06,
2d65a25345fb442eb8a1bd57fa2a6dc9,CUS-586638664,10/20/2018,45.0,AUD,debit,posted,,PAYMENT,2018-10-20T10:00:00.000+0000,,,,,,
6ec3a1bbba354dff86f9d84dcae6af17,CUS-2663907001,10/20/2018,36.97,AUD,debit,authorized,0.0,POS,2018-10-20T12:11:47.000+0000,9b5aca21-07d3-44ee-9aa5-c6453401e129,,South Wentworthville,NSW,150.97 -33.82,
0ef94b9c9dea4014bc10e4ba95242933,CUS-1654129794,10/20/2018,10.85,AUD,debit,authorized,1.0,POS,2018-10-20T23:57:21.000+0000,d3dc2938-b8a8-4338-8910-d867ed21df1a,,Springvale,VIC,145.15 -37.95,
07657281851b4d3198008bb99f1461bc,CUS-1433879684,10/21/2018,34.19,AUD,debit,authorized,1.0,POS,2018-10-21T23:35:05.000+0000,0359e1a0-5efd-4921-8c41-89f1f0783aa1,,Sydney,NSW,151.2 -33.86,
9b865a0ebcc6461d98b408073cad6d6b,CUS-2487424745,10/21/2018,16.91,AUD,debit,authorized,1.0,POS,2018-10-21T00:57:19.000+0000,9aaf116a-c3b7-47c4-acc1-849f426bb73b,,Robina,QLD,153.38 -28.07,
11a6eb0036434ddca436d20deacb6362,CUS-3378712515,10/21/2018,11.76,AUD,debit,authorized,0.0,SALES-POS,2018-10-21T23:16:13.000+0000,12516b1d-40f0-4f78-ae05-c501dc709386,,Hamilton,VIC,142.02 -37.74,
fc62f458e6764f15a3c6361400b5dd22,CUS-2348881191,10/21/2018,131.73,AUD,debit,authorized,0.0,SALES-POS,2018-10-21T23:53:57.000+0000,98b1745c-e4d7-4363-8c2a-9d04ca89f1e4,,Melbourne,VIC,144.97 -37.82,
5854ab2647e74a22817a603858f3ed05,CUS-1614226872,10/21/2018,10.29,AUD,debit,authorized,1.0,SALES-POS,2018-10-21T22:57:21.000+0000,df271e23-5dfa-4d26-9a47-ed2441cdee3a,,Toowoomba City,QLD,151.95 -27.56,
61ad3802aefc45e9984b0c4cc7c9281e,CUS-3378712515,10/21/2018,5.02,AUD,debit,authorized,1.0,POS,2018-10-21T21:41:45.000+0000,35b4eb35-f89c-4691-8d78-719ed4f4b397,,Carnegie,VIC,145.06 -37.89,
2f1cf4ab1dab404da2929deba63a94f5,CUS-51506836,10/21/2018,8.9,AUD,debit,authorized,1.0,SALES-POS,2018-10-21T22:19:37.000+0000,3822c5bf-f1b6-4cfa-be2b-765be53cb95c,,Upper Mount Gravatt,QLD,153.08 -27.55,
91e80e030917476a84dce326be857162,CUS-2083971310,10/21/2018,8.15,AUD,debit,authorized,0.0,POS,2018-10-21T17:55:14.000+0000,3d4eeb49-5fb4-445a-8365-ea8e82595b86,,Sydney,NSW,150.9 -33.86,
4ec78bc4604a47f48c126abd52a100b7,CUS-1842679196,10/21/2018,16.05,AUD,debit,authorized,1.0,POS,2018-10-21T17:45:20.000+0000,900a7524-eff2-42b5-930b-ef1f516130e2,,Prospect,SA,138.59 -34.89,
ec5e60a2a3f74fbdbd711445ff438ca6,CUS-527400765,10/21/2018,41.28,AUD,debit,authorized,0.0,SALES-POS,2018-10-21T17:35:26.000+0000,e58a6e08-d5dd-4146-9b9b-6aedd7e98905,,Brunswick West,VIC,144.95 -37.75,
009c3c7fd967422eab9fbbccec63faea,CUS-1896554896,10/21/2018,15.26,AUD,debit,authorized,1.0,SALES-POS,2018-10-21T17:25:32.000+0000,018eef24-15d1-480b-82c7-616d1588ccdd,,Narrogin,WA,117.18 -32.94,
83af96403a90471c94124b7dacbb6eed,CUS-127297539,10/21/2018,8.0,AUD,debit,authorized,0.0,POS,2018-10-21T17:15:38.000+0000,9e6d0aa9-3bf5-4964-9d63-e6a43960a77d,,Morley,WA,115.9 -31.9,
23a0016abcdb446db38ea2a0ce62fbd9,CUS-1609060617,10/21/2018,47.29,AUD,debit,authorized,1.0,POS,2018-10-21T17:05:44.000+0000,79b26d70-74d5-4f1c-a5d0-91650431eeac,,Broken Hill,NSW,141.46 -31.96,
102577dcf4f348af98d04237b32f1fd0,CUS-497688347,10/21/2018,22.0,AUD,debit,posted,,PAYMENT,2018-10-21T17:00:00.000+0000,,,,,,
8c4cf2d8657348d798094683ec6e2419,CUS-2487424745,10/21/2018,23.63,AUD,debit,authorized,1.0,SALES-POS,2018-10-21T16:53:06.000+0000,bb68bf24-00e2-484e-8407-36b43a045110,,Broadbeach,QLD,153.43 -28.04,
916db39ab79c44b3ae0c2368f4f4f00a,CUS-3026014945,10/21/2018,13.02,AUD,debit,authorized,1.0,SALES-POS,2018-10-21T16:36:43.000+0000,256ca061-7997-468c-a278-0e21bb3fff68,,Welshpool,WA,115.93 -31.99,
2c7c360bb5cd4faa9a5946e3cc7dec16,CUS-1147642491,10/21/2018,317.15,AUD,debit,authorized,1.0,SALES-POS,2018-10-21T16:20:19.000+0000,c6ef8420-7cca-4837-b2c7-79c4a60c3835,,Ryde,NSW,151.11 -33.81,
b6e40214a9674766b4303c726a58f987,CUS-586638664,10/21/2018,12.49,AUD,debit,authorized,0.0,SALES-POS,2018-10-21T16:03:56.000+0000,c091541c-c2cc-4657-a44d-8ce2611f2951,,Botany,NSW,151.2 -33.94,
